study_id,site_id,month,patients_screened,patients_enrolled,screen_failures,cumulative_enrolled
CT-2023-0007,SITE-00109,2024-12-01,1,0,1,2
CT-2023-0007,SITE-00109,2025-01-01,7,5,2,7
CT-2023-0007,SITE-00109,2025-02-01,4,3,1,10
CT-2023-0007,SITE-00109,2025-03-01,3,2,1,12
CT-2023-0007,SITE-00109,2025-04-01,2,2,0,14
CT-2023-0007,SITE-00109,2025-05-01,1,0,1,14
CT-2023-0007,SITE-00109,2025-06-01,3,2,1,16
CT-2023-0007,SITE-00109,2025-07-01,3,1,2,17
CT-2023-0007,SITE-00109,2025-09-01,2,2,0,19
CT-2023-0007,SITE-00109,2025-10-01,1,1,0,20
CT-2023-0007,SITE-00110,2025-02-01,2,1,1,1
CT-2023-0007,SITE-00110,2025-03-01,1,0,1,1
CT-2023-0007,SITE-00110,2025-04-01,1,1,0,2
CT-2023-0007,SITE-00110,2025-06-01,1,1,0,3
CT-2023-0007,SITE-00110,2025-07-01,2,1,1,4
CT-2023-0007,SITE-00110,2025-08-01,4,3,1,7
CT-2023-0007,SITE-00110,2025-09-01,3,3,0,10
CT-2023-0007,SITE-00110,2025-10-01,1,1,0,11
CT-2023-0007,SITE-00110,2025-11-01,1,1,0,12
CT-2023-0007,SITE-00110,2026-01-01,1,1,0,13
CT-2023-0007,SITE-00110,2026-02-01,1,1,0,14
CT-2023-0007,SITE-00110,2026-03-01,1,1,0,15
CT-2023-0007,SITE-00110,2026-04-01,3,2,1,17
CT-2023-0007,SITE-00110,2026-05-01,1,0,1,17
CT-2023-0007,SITE-00110,2026-06-01,1,1,0,18
CT-2023-0007,SITE-00111,2024-12-01,4,3,1,3
CT-2023-0007,SITE-00111,2025-01-01,2,2,0,5
CT-2023-0007,SITE-00111,2025-02-01,11,6,5,11
CT-2023-0007,SITE-00111,2025-03-01,4,3,1,14
CT-2023-0007,SITE-00111,2025-04-01,8,7,1,21
CT-2023-0007,SITE-00111,2025-05-01,7,5,2,26
CT-2023-0007,SITE-00111,2025-06-01,3,3,0,29
CT-2023-0007,SITE-00111,2025-07-01,3,3,0,32
CT-2023-0007,SITE-00112,2024-12-01,1,1,0,1
CT-2023-0007,SITE-00112,2025-01-01,3,3,0,4
CT-2023-0007,SITE-00112,2025-02-01,1,1,0,5
CT-2023-0007,SITE-00112,2025-03-01,10,7,3,12
CT-2023-0007,SITE-00112,2025-04-01,7,4,3,16
CT-2023-0007,SITE-00112,2025-05-01,6,3,3,19
CT-2023-0007,SITE-00112,2025-06-01,7,4,3,23
CT-2023-0007,SITE-00112,2025-07-01,5,3,2,26
CT-2023-0007,SITE-00112,2025-10-01,1,0,1,26
CT-2023-0007,SITE-00112,2025-11-01,2,2,0,28
CT-2023-0007,SITE-00112,2025-12-01,3,2,1,30
CT-2023-0007,SITE-00113,2025-02-01,1,0,1,0
CT-2023-0007,SITE-00113,2025-03-01,3,2,1,2
CT-2023-0007,SITE-00113,2025-04-01,1,0,1,2
CT-2023-0007,SITE-00113,2025-05-01,1,1,0,3
CT-2023-0007,SITE-00113,2025-06-01,5,4,1,7
CT-2023-0007,SITE-00113,2025-07-01,7,4,3,11
CT-2023-0007,SITE-00113,2025-08-01,2,2,0,13
CT-2023-0007,SITE-00113,2025-09-01,1,1,0,14
CT-2023-0007,SITE-00113,2025-10-01,5,2,3,16
CT-2023-0007,SITE-00113,2025-12-01,3,2,1,18
CT-2023-0007,SITE-00113,2026-01-01,2,0,2,18
CT-2023-0007,SITE-00113,2026-02-01,3,3,0,21
CT-2023-0007,SITE-00113,2026-03-01,3,3,0,24
CT-2023-0007,SITE-00113,2026-04-01,1,1,0,25
CT-2023-0007,SITE-00113,2026-06-01,1,1,0,26
CT-2023-0007,SITE-00114,2025-03-01,2,1,1,1
CT-2023-0007,SITE-00114,2025-04-01,2,1,1,2
CT-2023-0007,SITE-00114,2025-05-01,1,0,1,2
CT-2023-0007,SITE-00114,2025-06-01,2,1,1,3
CT-2023-0007,SITE-00114,2025-08-01,5,5,0,8
CT-2023-0007,SITE-00114,2025-09-01,3,2,1,10
CT-2023-0007,SITE-00114,2025-10-01,2,2,0,12
CT-2023-0007,SITE-00114,2025-11-01,3,3,0,15
CT-2023-0007,SITE-00114,2026-01-01,4,2,2,17
CT-2023-0007,SITE-00114,2026-02-01,2,2,0,19
CT-2023-0007,SITE-00114,2026-03-01,4,3,1,22
CT-2023-0007,SITE-00114,2026-05-01,3,3,0,25
CT-2023-0007,SITE-00115,2025-01-01,3,3,0,3
CT-2023-0007,SITE-00115,2025-02-01,1,1,0,4
CT-2023-0007,SITE-00115,2025-03-01,3,3,0,7
CT-2023-0007,SITE-00115,2025-04-01,8,6,2,13
CT-2023-0007,SITE-00115,2025-05-01,15,11,4,24
CT-2023-0007,SITE-00115,2025-06-01,4,3,1,27
CT-2023-0007,SITE-00115,2025-07-01,4,3,1,30
CT-2023-0007,SITE-00115,2025-08-01,5,3,2,33
CT-2023-0007,SITE-00116,2025-01-01,2,2,0,2
CT-2023-0007,SITE-00116,2025-02-01,2,2,0,4
CT-2023-0007,SITE-00116,2025-03-01,4,4,0,8
CT-2023-0007,SITE-00116,2025-04-01,6,5,1,13
CT-2023-0007,SITE-00116,2025-05-01,11,8,3,21
CT-2023-0007,SITE-00116,2025-06-01,10,8,2,29
CT-2023-0007,SITE-00116,2025-07-01,3,2,1,31
CT-2023-0007,SITE-00116,2025-08-01,6,3,3,34
CT-2023-0007,SITE-00116,2025-09-01,2,1,1,35
CT-2023-0008,SITE-00117,2025-11-01,3,1,2,1
CT-2023-0008,SITE-00117,2026-03-01,1,1,0,2
CT-2023-0008,SITE-00117,2026-05-01,1,1,0,3
CT-2023-0008,SITE-00117,2026-06-01,1,1,0,4
CT-2023-0008,SITE-00117,2026-07-01,1,0,1,4
CT-2023-0008,SITE-00118,2026-02-01,2,2,0,2
CT-2023-0008,SITE-00118,2026-04-01,1,1,0,3
CT-2023-0008,SITE-00118,2026-05-01,1,1,0,4
CT-2023-0008,SITE-00118,2026-06-01,1,1,0,5
CT-2023-0008,SITE-00118,2026-07-01,3,3,0,8
CT-2023-0008,SITE-00119,2025-11-01,2,1,1,1
CT-2023-0008,SITE-00119,2026-01-01,2,0,2,1
CT-2023-0008,SITE-00119,2026-02-01,2,2,0,3
CT-2023-0008,SITE-00119,2026-03-01,1,1,0,4
CT-2023-0008,SITE-00119,2026-04-01,1,1,0,5
CT-2023-0008,SITE-00119,2026-06-01,1,1,0,6
CT-2023-0008,SITE-00119,2026-07-01,1,1,0,7
CT-2023-0008,SITE-00120,2025-12-01,2,1,1,1
CT-2023-0008,SITE-00120,2026-04-01,1,1,0,2
CT-2023-0008,SITE-00120,2026-06-01,2,1,1,3
CT-2023-0008,SITE-00121,2025-09-01,2,2,0,2
CT-2023-0008,SITE-00121,2025-10-01,2,1,1,3
CT-2023-0008,SITE-00121,2025-12-01,1,1,0,4
CT-2023-0008,SITE-00121,2026-01-01,2,2,0,6
CT-2023-0008,SITE-00121,2026-02-01,5,3,2,9
CT-2023-0008,SITE-00121,2026-03-01,1,1,0,10
CT-2023-0008,SITE-00121,2026-04-01,3,2,1,12
CT-2023-0008,SITE-00121,2026-05-01,4,3,1,15
CT-2023-0008,SITE-00122,2026-03-01,2,2,0,2
CT-2023-0008,SITE-00122,2026-04-01,4,3,1,5
CT-2023-0008,SITE-00123,2025-12-01,2,1,1,1
CT-2023-0008,SITE-00123,2026-02-01,1,1,0,2
CT-2023-0008,SITE-00123,2026-03-01,3,1,2,3
CT-2023-0008,SITE-00123,2026-04-01,1,1,0,4
CT-2023-0008,SITE-00123,2026-06-01,1,1,0,5
CT-2023-0008,SITE-00124,2025-12-01,1,0,1,0
CT-2023-0008,SITE-00124,2026-06-01,3,3,0,3
CT-2023-0008,SITE-00124,2026-07-01,3,3,0,6
CT-2023-0008,SITE-00125,2025-09-01,2,2,0,2
CT-2023-0008,SITE-00125,2025-12-01,2,1,1,3
CT-2023-0008,SITE-00125,2026-01-01,3,1,2,4
CT-2023-0008,SITE-00125,2026-03-01,3,2,1,6
CT-2023-0008,SITE-00125,2026-04-01,3,2,1,8
CT-2023-0008,SITE-00125,2026-05-01,1,1,0,9
CT-2023-0008,SITE-00125,2026-06-01,1,1,0,10
CT-2023-0008,SITE-00125,2026-07-01,2,1,1,11
CT-2023-0008,SITE-00126,2025-12-01,1,1,0,1
CT-2023-0008,SITE-00126,2026-03-01,1,1,0,2
CT-2023-0008,SITE-00126,2026-06-01,2,1,1,3
CT-2023-0008,SITE-00127,2025-10-01,4,3,1,3
CT-2023-0008,SITE-00127,2026-02-01,2,2,0,5
CT-2023-0008,SITE-00127,2026-04-01,4,3,1,8
CT-2023-0008,SITE-00127,2026-05-01,1,1,0,9
CT-2023-0008,SITE-00127,2026-06-01,4,2,2,11
CT-2023-0008,SITE-00128,2026-03-01,2,1,1,1
CT-2023-0008,SITE-00128,2026-06-01,1,1,0,2
CT-2023-0008,SITE-00128,2026-07-01,1,0,1,2
CT-2023-0008,SITE-00129,2025-12-01,2,1,1,1
CT-2023-0008,SITE-00129,2026-01-01,4,3,1,4
CT-2023-0008,SITE-00129,2026-02-01,1,1,0,5
CT-2023-0008,SITE-00130,2025-12-01,2,1,1,1
CT-2023-0008,SITE-00130,2026-02-01,1,1,0,2
CT-2023-0008,SITE-00130,2026-03-01,1,0,1,2
CT-2023-0008,SITE-00130,2026-05-01,1,1,0,3
CT-2023-0008,SITE-00130,2026-06-01,2,1,1,4
CT-2023-0008,SITE-00131,2026-01-01,2,1,1,1
CT-2023-0008,SITE-00131,2026-04-01,1,1,0,2
CT-2023-0008,SITE-00131,2026-05-01,5,3,2,5
CT-2023-0008,SITE-00131,2026-07-01,2,2,0,7
CT-2023-0008,SITE-00132,2025-11-01,2,1,1,1
CT-2023-0008,SITE-00132,2026-02-01,2,2,0,3
CT-2023-0008,SITE-00132,2026-03-01,1,1,0,4
CT-2023-0008,SITE-00132,2026-04-01,2,2,0,6
CT-2023-0008,SITE-00132,2026-05-01,1,1,0,7
CT-2023-0008,SITE-00132,2026-06-01,4,2,2,9
CT-2023-0008,SITE-00133,2026-04-01,1,0,1,0
CT-2023-0008,SITE-00133,2026-05-01,1,1,0,1
CT-2023-0008,SITE-00134,2026-01-01,2,1,1,1
CT-2023-0008,SITE-00134,2026-02-01,1,0,1,1
CT-2023-0008,SITE-00134,2026-05-01,1,0,1,1
CT-2023-0008,SITE-00134,2026-06-01,1,1,0,2
CT-2023-0008,SITE-00135,2025-11-01,4,2,2,2
CT-2023-0008,SITE-00135,2026-02-01,1,1,0,3
CT-2023-0008,SITE-00135,2026-05-01,2,1,1,4
CT-2023-0008,SITE-00135,2026-06-01,1,1,0,5
CT-2023-0008,SITE-00135,2026-07-01,1,1,0,6
CT-2023-0008,SITE-00136,2025-12-01,1,0,1,0
CT-2023-0008,SITE-00136,2026-02-01,2,0,2,0
CT-2023-0008,SITE-00136,2026-05-01,1,0,1,0
CT-2023-0008,SITE-00136,2026-06-01,2,0,2,0
CT-2023-0008,SITE-00137,2025-11-01,2,2,0,2
CT-2023-0008,SITE-00137,2025-12-01,1,0,1,2
CT-2023-0008,SITE-00137,2026-01-01,1,1,0,3
CT-2023-0008,SITE-00137,2026-03-01,4,3,1,6
CT-2023-0008,SITE-00137,2026-04-01,2,2,0,8
CT-2023-0008,SITE-00137,2026-05-01,3,2,1,10
CT-2023-0008,SITE-00138,2025-11-01,1,1,0,1
CT-2023-0008,SITE-00138,2026-01-01,1,1,0,2
CT-2023-0008,SITE-00138,2026-05-01,4,3,1,5
CT-2023-0008,SITE-00138,2026-06-01,3,1,2,6
CT-2023-0008,SITE-00138,2026-07-01,1,0,1,6
CT-2023-0008,SITE-00139,2026-01-01,1,1,0,1
CT-2023-0008,SITE-00139,2026-02-01,6,5,1,6
CT-2023-0008,SITE-00139,2026-04-01,3,2,1,8
CT-2023-0008,SITE-00139,2026-06-01,1,1,0,9
CT-2023-0008,SITE-00139,2026-07-01,2,2,0,11
CT-2023-0008,SITE-00140,2025-10-01,2,1,1,1
CT-2023-0008,SITE-00140,2025-12-01,4,4,0,5
CT-2023-0008,SITE-00140,2026-01-01,2,2,0,7
CT-2023-0008,SITE-00140,2026-02-01,2,1,1,8
CT-2023-0008,SITE-00140,2026-03-01,2,1,1,9
CT-2023-0008,SITE-00140,2026-04-01,4,2,2,11
CT-2023-0008,SITE-00140,2026-05-01,2,2,0,13
CT-2023-0008,SITE-00140,2026-06-01,1,1,0,14
CT-2023-0008,SITE-00141,2025-10-01,1,1,0,1
CT-2023-0008,SITE-00141,2025-11-01,2,1,1,2
CT-2023-0008,SITE-00141,2025-12-01,1,1,0,3
CT-2023-0008,SITE-00141,2026-01-01,6,5,1,8
CT-2023-0008,SITE-00141,2026-02-01,1,0,1,8
CT-2023-0008,SITE-00141,2026-03-01,2,1,1,9
CT-2023-0008,SITE-00141,2026-04-01,3,2,1,11
CT-2023-0008,SITE-00141,2026-05-01,1,0,1,11
CT-2023-0008,SITE-00141,2026-06-01,1,1,0,12
CT-2023-0008,SITE-00142,2025-12-01,2,2,0,2
CT-2023-0008,SITE-00142,2026-01-01,1,1,0,3
CT-2023-0008,SITE-00142,2026-02-01,4,4,0,7
CT-2023-0008,SITE-00142,2026-03-01,1,1,0,8
CT-2023-0008,SITE-00143,2026-01-01,1,0,1,0
CT-2023-0008,SITE-00143,2026-03-01,3,2,1,2
CT-2023-0008,SITE-00143,2026-04-01,2,1,1,3
CT-2023-0008,SITE-00143,2026-06-01,4,3,1,6
CT-2023-0008,SITE-00144,2025-11-01,2,0,2,0
CT-2023-0008,SITE-00144,2026-01-01,1,1,0,1
CT-2023-0008,SITE-00144,2026-05-01,1,1,0,2
CT-2023-0008,SITE-00144,2026-07-01,2,1,1,3
CT-2023-0008,SITE-00145,2025-12-01,1,1,0,1
CT-2023-0008,SITE-00145,2026-03-01,2,2,0,3
CT-2023-0008,SITE-00145,2026-04-01,2,2,0,5
CT-2023-0008,SITE-00145,2026-05-01,1,1,0,6
CT-2023-0008,SITE-00145,2026-06-01,2,2,0,8
CT-2023-0008,SITE-00146,2025-10-01,1,1,0,1
CT-2023-0008,SITE-00146,2025-11-01,1,0,1,1
CT-2023-0008,SITE-00146,2026-01-01,1,0,1,1
CT-2023-0008,SITE-00146,2026-02-01,3,2,1,3
CT-2023-0008,SITE-00146,2026-04-01,1,1,0,4
CT-2023-0008,SITE-00146,2026-05-01,1,1,0,5
CT-2023-0008,SITE-00146,2026-06-01,3,3,0,8
CT-2023-0008,SITE-00146,2026-07-01,2,1,1,9
CT-2023-0008,SITE-00147,2026-03-01,2,0,2,0
CT-2023-0008,SITE-00148,2025-12-01,2,1,1,1
CT-2023-0008,SITE-00148,2026-02-01,1,0,1,1
CT-2023-0008,SITE-00148,2026-03-01,1,1,0,2
CT-2023-0008,SITE-00148,2026-04-01,3,2,1,4
CT-2023-0008,SITE-00148,2026-05-01,2,2,0,6
CT-2023-0008,SITE-00148,2026-06-01,3,2,1,8
CT-2023-0008,SITE-00148,2026-07-01,1,1,0,9
CT-2023-0008,SITE-00149,2025-11-01,1,1,0,1
CT-2023-0008,SITE-00149,2025-12-01,2,2,0,3
CT-2023-0008,SITE-00149,2026-02-01,1,0,1,3
CT-2023-0008,SITE-00149,2026-04-01,1,1,0,4
CT-2024-0009,SITE-00150,2024-08-01,2,2,0,2
CT-2024-0009,SITE-00150,2024-11-01,2,2,0,4
CT-2024-0009,SITE-00150,2024-12-01,2,2,0,6
CT-2024-0009,SITE-00150,2025-01-01,4,3,1,9
CT-2024-0009,SITE-00150,2025-03-01,2,1,1,10
CT-2024-0009,SITE-00150,2025-04-01,1,1,0,11
CT-2024-0009,SITE-00151,2025-01-01,4,3,1,3
CT-2024-0009,SITE-00151,2025-02-01,1,0,1,3
CT-2024-0009,SITE-00151,2025-03-01,1,1,0,4
CT-2024-0009,SITE-00151,2025-04-01,3,2,1,6
CT-2024-0009,SITE-00151,2025-06-01,2,1,1,7
CT-2024-0009,SITE-00151,2025-07-01,2,2,0,9
CT-2024-0009,SITE-00151,2025-08-01,1,1,0,10
CT-2024-0009,SITE-00151,2025-09-01,2,1,1,11
CT-2024-0009,SITE-00152,2024-09-01,1,1,0,1
CT-2024-0009,SITE-00152,2024-11-01,1,1,0,2
CT-2024-0009,SITE-00152,2024-12-01,6,3,3,5
CT-2024-0009,SITE-00152,2025-01-01,2,2,0,7
CT-2024-0009,SITE-00152,2025-02-01,1,1,0,8
CT-2024-0009,SITE-00152,2025-03-01,2,1,1,9
CT-2024-0009,SITE-00152,2025-05-01,1,1,0,10
CT-2024-0009,SITE-00152,2025-07-01,1,1,0,11
CT-2024-0009,SITE-00152,2025-08-01,1,1,0,12
CT-2024-0009,SITE-00153,2024-11-01,2,2,0,2
CT-2024-0009,SITE-00153,2025-01-01,1,1,0,3
CT-2024-0009,SITE-00153,2025-03-01,1,1,0,4
CT-2024-0009,SITE-00153,2025-04-01,2,2,0,6
CT-2024-0009,SITE-00153,2025-06-01,2,1,1,7
CT-2024-0009,SITE-00153,2025-07-01,1,0,1,7
CT-2024-0009,SITE-00153,2025-09-01,3,2,1,9
CT-2024-0009,SITE-00154,2024-11-01,2,0,2,0
CT-2024-0009,SITE-00154,2024-12-01,2,2,0,2
CT-2024-0009,SITE-00154,2025-01-01,3,1,2,3
CT-2024-0009,SITE-00154,2025-02-01,1,1,0,4
CT-2024-0009,SITE-00154,2025-04-01,2,1,1,5
CT-2024-0009,SITE-00154,2025-07-01,2,1,1,6
CT-2024-0009,SITE-00154,2025-08-01,3,2,1,8
CT-2024-0009,SITE-00155,2024-11-01,2,1,1,1
CT-2024-0009,SITE-00155,2024-12-01,3,2,1,3
CT-2024-0009,SITE-00155,2025-01-01,3,2,1,5
CT-2024-0009,SITE-00155,2025-02-01,3,1,2,6
CT-2024-0009,SITE-00155,2025-03-01,3,2,1,8
CT-2024-0009,SITE-00155,2025-04-01,7,5,2,13
CT-2024-0009,SITE-00156,2024-09-01,1,1,0,1
CT-2024-0009,SITE-00156,2024-11-01,1,0,1,1
CT-2024-0009,SITE-00156,2024-12-01,2,2,0,3
CT-2024-0009,SITE-00156,2025-01-01,5,3,2,6
CT-2024-0009,SITE-00156,2025-02-01,3,3,0,9
CT-2024-0009,SITE-00156,2025-03-01,4,2,2,11
CT-2024-0009,SITE-00156,2025-04-01,2,2,0,13
CT-2024-0009,SITE-00157,2024-10-01,2,1,1,1
CT-2024-0009,SITE-00157,2024-11-01,2,2,0,3
CT-2024-0009,SITE-00157,2025-01-01,7,4,3,7
CT-2024-0009,SITE-00157,2025-02-01,2,1,1,8
CT-2024-0009,SITE-00157,2025-03-01,6,2,4,10
CT-2024-0009,SITE-00157,2025-04-01,1,1,0,11
CT-2024-0009,SITE-00157,2025-06-01,1,0,1,11
CT-2024-0009,SITE-00157,2025-07-01,2,2,0,13
CT-2024-0009,SITE-00158,2024-11-01,1,1,0,1
CT-2024-0009,SITE-00158,2025-01-01,3,2,1,3
CT-2024-0009,SITE-00158,2025-07-01,4,4,0,7
CT-2024-0009,SITE-00158,2025-08-01,2,0,2,7
CT-2024-0009,SITE-00158,2025-10-01,1,1,0,8
CT-2024-0009,SITE-00159,2024-08-01,1,1,0,1
CT-2024-0009,SITE-00159,2024-09-01,2,1,1,2
CT-2024-0009,SITE-00159,2024-11-01,2,1,1,3
CT-2024-0009,SITE-00159,2024-12-01,1,1,0,4
CT-2024-0009,SITE-00159,2025-01-01,2,1,1,5
CT-2024-0009,SITE-00159,2025-02-01,2,2,0,7
CT-2024-0009,SITE-00159,2025-03-01,5,4,1,11
CT-2024-0009,SITE-00160,2025-01-01,2,1,1,1
CT-2024-0009,SITE-00160,2025-03-01,3,2,1,3
CT-2024-0009,SITE-00160,2025-05-01,1,1,0,4
CT-2024-0009,SITE-00160,2026-03-01,1,1,0,5
CT-2024-0009,SITE-00160,2026-05-01,2,1,1,6
CT-2024-0009,SITE-00160,2026-06-01,1,0,1,6
CT-2024-0009,SITE-00161,2024-12-01,1,1,0,1
CT-2024-0009,SITE-00161,2025-02-01,1,1,0,2
CT-2024-0009,SITE-00161,2025-03-01,3,2,1,4
CT-2024-0009,SITE-00161,2025-04-01,1,1,0,5
CT-2024-0009,SITE-00162,2024-09-01,6,3,3,3
CT-2024-0009,SITE-00162,2024-10-01,3,2,1,5
CT-2024-0009,SITE-00162,2024-11-01,5,3,2,8
CT-2024-0009,SITE-00163,2024-11-01,1,0,1,0
CT-2024-0009,SITE-00163,2024-12-01,1,1,0,1
CT-2024-0009,SITE-00163,2025-01-01,2,1,1,2
CT-2024-0009,SITE-00163,2025-02-01,1,0,1,2
CT-2024-0009,SITE-00163,2025-04-01,2,2,0,4
CT-2024-0009,SITE-00163,2025-05-01,3,2,1,6
CT-2024-0009,SITE-00163,2025-07-01,1,1,0,7
CT-2024-0009,SITE-00163,2025-08-01,1,1,0,8
CT-2024-0009,SITE-00163,2025-09-01,1,1,0,9
CT-2024-0009,SITE-00163,2025-10-01,2,1,1,10
CT-2024-0009,SITE-00163,2025-11-01,2,2,0,12
CT-2024-0009,SITE-00163,2026-03-01,3,1,2,13
CT-2024-0009,SITE-00164,2024-12-01,2,1,1,1
CT-2024-0009,SITE-00164,2025-01-01,1,1,0,2
CT-2024-0009,SITE-00164,2025-02-01,1,1,0,3
CT-2024-0009,SITE-00164,2025-04-01,2,2,0,5
CT-2024-0009,SITE-00164,2025-05-01,1,1,0,6
CT-2024-0009,SITE-00164,2025-06-01,1,1,0,7
CT-2024-0009,SITE-00164,2025-07-01,1,0,1,7
CT-2024-0009,SITE-00164,2025-08-01,2,1,1,8
CT-2024-0009,SITE-00164,2025-09-01,2,2,0,10
CT-2024-0009,SITE-00164,2026-01-01,2,1,1,11
CT-2024-0009,SITE-00164,2026-02-01,1,1,0,12
CT-2024-0009,SITE-00165,2024-12-01,3,1,2,1
CT-2024-0009,SITE-00165,2025-03-01,1,1,0,2
CT-2024-0009,SITE-00165,2025-05-01,2,1,1,3
CT-2024-0009,SITE-00165,2025-06-01,2,1,1,4
CT-2024-0009,SITE-00165,2025-07-01,1,1,0,5
CT-2024-0009,SITE-00165,2025-08-01,1,1,0,6
CT-2024-0009,SITE-00165,2025-09-01,1,1,0,7
CT-2024-0009,SITE-00165,2026-01-01,2,1,1,8
CT-2024-0009,SITE-00165,2026-03-01,2,0,2,8
CT-2024-0009,SITE-00165,2026-06-01,5,4,1,12
CT-2024-0009,SITE-00166,2024-09-01,3,2,1,2
CT-2024-0009,SITE-00166,2024-10-01,1,1,0,3
CT-2024-0009,SITE-00166,2024-11-01,2,2,0,5
CT-2024-0009,SITE-00166,2024-12-01,2,1,1,6
CT-2024-0009,SITE-00166,2025-03-01,1,1,0,7
CT-2024-0009,SITE-00166,2025-05-01,4,3,1,10
CT-2024-0009,SITE-00166,2025-06-01,1,0,1,10
CT-2024-0009,SITE-00166,2025-07-01,2,1,1,11
CT-2024-0009,SITE-00166,2025-08-01,2,1,1,12
CT-2024-0009,SITE-00166,2025-10-01,1,1,0,13
CT-2024-0009,SITE-00167,2024-10-01,1,1,0,1
CT-2024-0009,SITE-00167,2024-11-01,1,0,1,1
CT-2024-0009,SITE-00167,2025-01-01,3,2,1,3
CT-2024-0009,SITE-00167,2025-08-01,1,1,0,4
CT-2024-0009,SITE-00167,2025-10-01,2,1,1,5
CT-2024-0009,SITE-00168,2024-10-01,1,1,0,1
CT-2024-0009,SITE-00168,2024-11-01,2,0,2,1
CT-2024-0009,SITE-00168,2024-12-01,3,2,1,3
CT-2024-0009,SITE-00168,2025-01-01,2,1,1,4
CT-2024-0009,SITE-00168,2025-02-01,2,2,0,6
CT-2024-0009,SITE-00168,2025-03-01,2,1,1,7
CT-2024-0009,SITE-00168,2025-04-01,2,1,1,8
CT-2024-0009,SITE-00168,2025-06-01,1,1,0,9
CT-2024-0009,SITE-00168,2025-10-01,3,1,2,10
CT-2024-0010,SITE-00169,2024-09-01,7,4,3,4
CT-2024-0010,SITE-00169,2024-10-01,3,3,0,7
CT-2024-0010,SITE-00169,2024-11-01,11,8,3,15
CT-2024-0010,SITE-00169,2024-12-01,15,12,3,27
CT-2024-0010,SITE-00169,2025-01-01,9,9,0,36
CT-2024-0010,SITE-00169,2025-02-01,2,1,1,37
CT-2024-0010,SITE-00169,2025-03-01,6,4,2,41
CT-2024-0010,SITE-00169,2025-04-01,5,4,1,45
CT-2024-0010,SITE-00170,2024-08-01,3,2,1,2
CT-2024-0010,SITE-00170,2024-10-01,3,2,1,4
CT-2024-0010,SITE-00170,2024-11-01,6,4,2,8
CT-2024-0010,SITE-00170,2024-12-01,2,1,1,9
CT-2024-0010,SITE-00170,2025-01-01,4,3,1,12
CT-2024-0010,SITE-00170,2025-02-01,6,3,3,15
CT-2024-0010,SITE-00170,2025-04-01,1,1,0,16
CT-2024-0010,SITE-00170,2025-05-01,4,2,2,18
CT-2024-0010,SITE-00170,2025-06-01,3,2,1,20
CT-2024-0010,SITE-00170,2025-07-01,4,3,1,23
CT-2024-0010,SITE-00171,2024-08-01,2,1,1,1
CT-2024-0010,SITE-00171,2024-09-01,4,3,1,4
CT-2024-0010,SITE-00171,2024-10-01,6,5,1,9
CT-2024-0010,SITE-00171,2024-11-01,8,7,1,16
CT-2024-0010,SITE-00171,2024-12-01,7,6,1,22
CT-2024-0010,SITE-00171,2025-01-01,6,5,1,27
CT-2024-0010,SITE-00171,2025-02-01,3,2,1,29
CT-2024-0010,SITE-00171,2025-04-01,5,3,2,32
CT-2024-0010,SITE-00171,2025-05-01,2,2,0,34
CT-2024-0010,SITE-00172,2024-08-01,1,0,1,0
CT-2024-0010,SITE-00172,2024-09-01,3,2,1,2
CT-2024-0010,SITE-00172,2024-10-01,5,3,2,5
CT-2024-0010,SITE-00172,2024-11-01,1,1,0,6
CT-2024-0010,SITE-00172,2024-12-01,5,3,2,9
CT-2024-0010,SITE-00172,2025-01-01,4,3,1,12
CT-2024-0010,SITE-00172,2025-02-01,3,2,1,14
CT-2024-0010,SITE-00172,2025-03-01,6,4,2,18
CT-2024-0010,SITE-00172,2025-04-01,4,3,1,21
CT-2024-0010,SITE-00172,2025-05-01,4,3,1,24
CT-2024-0010,SITE-00172,2025-06-01,6,6,0,30
CT-2024-0010,SITE-00172,2025-07-01,12,6,6,36
CT-2024-0010,SITE-00172,2025-08-01,2,2,0,38
CT-2024-0010,SITE-00172,2025-09-01,3,2,1,40
CT-2024-0010,SITE-00172,2025-10-01,1,1,0,41
CT-2024-0010,SITE-00172,2025-11-01,4,3,1,44
CT-2024-0010,SITE-00172,2025-12-01,1,1,0,45
CT-2024-0010,SITE-00172,2026-01-01,2,1,1,46
CT-2024-0010,SITE-00172,2026-03-01,3,1,2,47
CT-2024-0010,SITE-00172,2026-04-01,1,1,0,48
CT-2024-0010,SITE-00172,2026-05-01,1,1,0,49
CT-2024-0010,SITE-00172,2026-06-01,3,2,1,51
CT-2024-0010,SITE-00173,2024-08-01,2,1,1,1
CT-2024-0010,SITE-00173,2024-09-01,1,1,0,2
CT-2024-0010,SITE-00173,2024-10-01,4,2,2,4
CT-2024-0010,SITE-00173,2024-11-01,2,2,0,6
CT-2024-0010,SITE-00173,2024-12-01,2,2,0,8
CT-2024-0010,SITE-00173,2025-01-01,4,2,2,10
CT-2024-0010,SITE-00173,2025-02-01,3,3,0,13
CT-2024-0010,SITE-00173,2025-03-01,5,4,1,17
CT-2024-0010,SITE-00173,2025-04-01,3,2,1,19
CT-2024-0010,SITE-00173,2025-05-01,5,4,1,23
CT-2024-0010,SITE-00173,2025-06-01,4,3,1,26
CT-2024-0010,SITE-00173,2025-07-01,6,3,3,29
CT-2024-0010,SITE-00173,2025-08-01,6,5,1,34
